district,hour,demand,supply,weather_score,event_score,historical_congestion,pool_acceptance,pickup_flexibility,fare_sensitivity,risk_score
D4,20,117,63,0.82,0.56,0.1,0.79,0.48,0.71,0.35
D9,4,74,88,0.37,0.13,0.87,0.95,0.86,0.33,0.31
D5,16,22,46,0.85,0.02,0.3,0.01,0.06,0.18,0.14
D1,4,97,107,0.16,0.63,0.69,0.59,0.95,0.62,0.29
D5,21,65,67,0.27,0.65,0.82,0.87,0.19,0.66,0.32
D8,14,54,30,0.04,0.58,0.9,0.65,0.98,0.48,0.48
D8,12,48,33,0.36,0.18,0.11,0.8,0.18,0.21,0.28
D5,0,80,126,0.38,0.6,0.89,0.9,0.44,0.03,0.28
D12,10,36,57,0.81,0.06,0.2,0.75,0.31,0.27,0.15
D9,22,69,119,0.65,0.61,0.74,0.72,0.43,0.46,0.24
D1,0,27,63,0.44,0.55,0.73,0.96,0.25,0.79,0.21
D4,10,78,47,0.65,0.66,0.01,0.86,0.97,0.85,0.3
D3,17,224,108,0.05,0.9,0.22,0.82,0.31,0.41,0.41
D2,17,156,65,0.18,0.85,0.49,0.09,0.65,0.8,0.52
D8,20,29,105,0.63,0.98,0.42,0.24,0.14,0.99,0.13
D7,15,41,45,0.64,0.98,0.92,0.56,0.82,0.72,0.33
D9,12,31,104,0.77,0.77,0.36,0.71,0.54,0.73,0.12
D2,6,103,80,0.4,0.96,0.94,0.3,0.98,0.91,0.4
D4,0,20,56,0.72,0.87,0.46,0.09,0.42,0.34,0.15
D6,15,86,41,0.68,0.73,0.96,0.31,0.2,0.01,0.55
D11,0,49,38,0.96,0.08,0.74,0.77,0.35,0.99,0.36
D3,16,72,90,0.22,0.05,0.83,0.88,0.74,0.49,0.3
D8,5,73,66,0.55,0.84,0.1,0.91,0.66,0.79,0.22
D3,1,84,71,0.6,0.49,0.59,0.38,0.78,0.81,0.32
D12,16,68,33,1.0,0.81,0.14,0.37,0.07,0.4,0.39
D2,5,83,108,0.2,0.31,0.3,0.41,0.58,0.54,0.19
D3,13,70,120,0.52,0.4,0.62,0.38,0.93,0.54,0.22
D11,17,201,109,0.35,0.7,0.73,0.67,0.11,0.22,0.47
D6,5,79,116,0.53,0.92,0.04,0.36,0.09,0.12,0.13
D2,9,208,76,0.23,0.09,0.53,0.02,0.72,0.54,0.59
D8,23,50,101,0.05,0.86,0.57,0.44,0.32,0.12,0.19
D1,17,223,107,0.57,0.79,0.08,0.22,0.66,0.35,0.39
D7,8,248,91,0.34,0.32,0.5,0.03,0.55,0.19,0.58
D2,7,211,53,0.18,0.36,0.71,0.47,0.99,0.71,0.84
D10,9,240,92,0.32,0.05,0.05,0.21,0.89,0.87,0.48
D12,16,41,32,0.05,0.02,0.76,0.45,0.68,0.58,0.36
D6,22,98,128,0.95,0.48,0.58,0.28,0.26,0.41,0.24
D12,5,66,67,0.58,0.1,0.83,0.6,0.26,1.0,0.33
D2,13,52,107,0.81,0.19,0.22,0.99,0.88,0.02,0.13
D2,21,67,94,0.42,0.85,0.83,0.55,0.59,0.3,0.28
D10,21,45,37,0.9,0.57,0.09,0.65,0.79,0.28,0.23
D8,5,69,109,0.48,0.63,0.4,0.92,0.45,0.36,0.19
D12,6,57,39,0.57,0.19,0.2,0.37,0.1,0.23,0.3
D2,11,61,66,0.49,0.83,0.88,0.17,0.33,0.26,0.33
D7,2,45,121,0.73,0.87,0.7,0.28,0.16,0.26,0.19
D3,13,31,113,0.57,0.52,0.03,0.4,0.78,0.51,0.05
D8,21,68,43,0.27,0.91,0.01,0.65,0.7,0.39,0.28
D7,18,175,84,0.15,0.84,0.29,0.0,0.09,0.64,0.43
D8,22,48,41,0.61,0.73,0.14,0.85,0.62,0.51,0.23
D7,15,101,73,0.49,0.73,0.63,0.08,0.87,0.18,0.36
D11,6,85,31,0.1,0.11,0.66,0.9,0.7,0.81,0.6
D6,7,188,66,0.4,0.27,0.94,0.95,0.51,0.47,0.68
D7,17,139,67,0.51,0.07,0.95,0.99,0.31,0.15,0.55
D5,12,41,112,0.83,0.01,0.66,0.81,0.89,0.17,0.19
D7,20,77,82,0.08,0.16,0.01,0.14,0.42,0.8,0.17
D1,8,130,73,0.35,0.88,0.36,0.71,0.86,0.7,0.39
D1,9,190,85,0.82,0.24,0.51,0.2,0.78,0.51,0.5
D9,20,108,129,0.65,0.97,0.5,0.9,0.82,0.31,0.24
D5,22,50,60,0.29,0.6,0.6,0.32,0.99,0.46,0.26
D5,8,195,68,0.85,0.24,0.96,0.33,0.75,0.64,0.69
D3,14,72,105,0.49,0.5,0.89,0.92,0.03,0.88,0.29
D5,19,203,80,0.5,0.22,0.11,0.01,0.21,0.56,0.48
D3,1,41,52,0.98,0.98,0.27,0.19,0.04,0.28,0.19
D9,12,106,44,0.95,0.85,0.83,0.42,0.19,0.04,0.58
D9,1,45,32,0.36,0.03,0.82,0.7,0.06,0.18,0.4
D6,18,216,69,0.14,0.95,0.28,0.65,0.5,0.65,0.61
D1,1,59,68,0.33,0.72,0.73,0.67,0.03,0.16,0.29
D7,2,91,47,0.03,0.08,0.67,0.88,0.47,0.48,0.47
D7,5,60,99,0.02,0.67,0.47,0.12,0.9,0.7,0.19
D10,2,46,129,0.4,0.65,0.2,0.52,0.75,0.31,0.1
D10,9,144,86,0.94,0.22,0.89,0.73,0.94,0.67,0.46
D4,23,77,34,0.87,0.76,0.68,0.64,0.23,0.58,0.52
D8,5,92,36,0.51,0.09,0.17,0.45,0.53,0.44,0.48
D6,22,60,113,0.57,0.49,0.7,0.02,0.32,0.9,0.22
D4,15,29,91,0.01,0.01,0.74,0.06,0.49,0.69,0.19
D4,16,45,97,0.22,0.97,0.89,0.12,0.56,0.36,0.25
D2,18,231,73,0.02,0.75,0.22,0.34,0.04,0.8,0.61
D2,2,97,70,0.75,0.16,0.99,0.12,0.23,0.74,0.43
D12,17,194,66,0.15,0.34,0.15,0.43,0.7,0.79,0.55
D4,6,43,56,0.87,0.16,0.6,0.18,0.77,0.64,0.25
D5,8,136,58,0.64,0.77,0.66,0.78,0.57,0.38,0.54
D8,19,236,84,0.23,0.06,0.42,0.87,0.27,0.35,0.58
D6,11,31,114,0.16,0.84,0.48,0.39,0.41,0.65,0.14
D4,4,22,108,0.63,0.94,0.89,0.51,0.1,0.13,0.2
D11,2,104,39,0.9,0.68,0.65,0.95,0.95,0.82,0.59
D7,10,52,75,0.72,0.21,0.5,0.54,0.87,0.37,0.22
D8,3,78,81,0.35,0.36,0.13,1.0,0.07,0.63,0.2
D2,4,25,31,0.59,0.48,0.01,0.14,0.17,0.5,0.14
D12,0,48,69,0.31,0.6,0.12,0.86,0.58,0.52,0.15
D7,17,226,53,1.0,0.67,0.96,0.5,0.23,0.74,0.94
D2,11,87,58,0.75,0.55,0.76,0.02,0.93,0.63,0.41
D2,12,81,89,0.61,0.35,0.97,0.97,0.76,0.25,0.34
D8,8,213,90,0.42,0.89,0.04,0.97,0.27,0.07,0.43
D2,1,106,111,0.62,0.08,0.68,0.38,0.01,0.84,0.3
D11,4,108,94,0.34,0.47,0.04,0.95,0.8,0.88,0.21
D9,12,83,108,0.03,0.78,0.78,0.14,0.42,0.16,0.28
D12,15,82,127,0.4,0.06,0.38,0.68,0.64,0.31,0.19
D1,15,67,49,0.93,0.71,0.1,0.19,0.29,0.28,0.26
D9,23,56,93,0.63,0.82,0.57,0.25,0.14,0.94,0.21
D1,2,110,115,0.08,0.66,0.28,0.78,0.68,0.2,0.22
D10,21,24,63,0.88,0.01,0.66,0.38,0.45,0.17,0.19
D10,3,58,96,0.27,0.18,0.66,0.01,0.24,0.18,0.23
D2,10,100,91,0.24,0.34,0.71,0.41,0.14,0.73,0.33
D6,22,107,53,0.3,0.23,0.99,0.23,0.58,0.89,0.54
D6,13,22,100,0.58,0.96,0.39,0.68,0.73,0.39,0.11
D1,2,108,96,0.54,0.65,0.47,0.19,0.28,0.14,0.29
D7,15,98,122,0.49,0.3,0.8,0.84,0.74,0.59,0.29
D8,21,69,58,0.72,0.93,0.58,0.27,0.18,0.21,0.32
D2,14,93,61,0.32,0.74,0.04,0.39,0.34,0.06,0.28
D8,9,216,88,0.78,0.28,0.84,0.3,0.74,0.89,0.59
D9,8,138,86,0.18,0.38,0.05,0.64,0.66,0.87,0.3
D6,10,33,97,0.78,0.2,0.17,0.1,0.27,0.98,0.09
D5,15,83,49,0.66,0.97,0.1,0.48,0.12,0.47,0.32
D12,9,157,63,0.68,0.52,0.08,0.33,0.04,0.29,0.46
D9,16,63,127,0.48,0.9,0.03,0.88,0.84,0.77,0.1
D12,18,206,80,0.67,0.35,0.06,0.07,0.08,0.18,0.47
D11,1,116,68,0.08,0.86,0.44,0.83,0.11,0.24,0.39
D9,23,47,93,0.85,0.05,0.25,0.17,0.24,0.26,0.14
D1,22,108,61,0.06,0.98,0.13,0.09,0.45,0.95,0.34
D11,1,28,57,0.15,0.91,0.66,0.2,0.79,0.73,0.21
D3,5,114,46,0.58,0.36,0.23,0.1,0.25,0.13,0.48
D9,18,246,72,0.74,0.77,0.02,0.52,0.54,0.09,0.62
D11,7,206,104,0.08,0.75,0.42,0.99,0.09,0.84,0.43
D2,2,29,109,0.92,0.9,0.31,0.03,0.46,0.8,0.1
D12,13,25,77,0.97,0.31,0.32,0.46,0.18,0.67,0.12
D4,15,94,96,0.61,0.47,0.45,0.39,0.21,0.2,0.26
D4,0,111,70,0.48,0.86,0.67,0.34,0.37,0.48,0.41
D2,20,98,89,0.74,0.78,0.62,0.33,0.76,0.6,0.31
D3,2,96,71,0.33,0.39,0.94,0.9,0.74,0.93,0.41
D3,21,100,100,0.49,0.85,0.52,0.02,0.41,0.17,0.28
D1,17,157,87,0.92,0.05,0.47,0.77,0.12,0.52,0.41
D6,8,142,109,0.96,0.78,0.21,0.25,0.28,0.16,0.27
D8,5,100,44,0.93,0.21,0.76,0.38,0.51,0.44,0.54
D12,22,55,121,0.26,0.29,0.14,0.42,0.87,0.2,0.11
D3,20,34,104,0.23,0.49,0.49,0.3,0.97,0.84,0.15
D5,0,75,124,0.3,0.45,0.42,0.09,0.64,0.25,0.19
D1,20,23,128,0.44,0.52,0.66,0.11,0.35,0.42,0.15
D10,9,227,101,0.31,0.54,0.92,0.3,0.69,0.41,0.57
D7,5,110,39,0.37,0.33,0.95,0.82,0.34,0.87,0.67
D10,22,113,74,0.62,0.18,0.17,0.13,0.63,0.76,0.31
D1,11,103,58,0.76,0.77,0.26,0.74,0.24,0.06,0.37
D12,3,72,58,0.74,0.4,0.81,0.29,0.27,0.07,0.37
D11,12,42,86,0.81,0.51,0.52,0.88,0.08,0.55,0.18
D9,16,69,50,0.03,0.64,0.45,0.43,0.42,0.43,0.33
D8,7,241,92,0.05,0.91,0.71,0.17,0.62,0.28,0.6
D7,19,139,90,0.79,0.71,0.6,0.99,0.79,0.79,0.39
D10,2,95,59,0.53,0.05,0.97,0.18,0.81,0.13,0.46
D7,11,70,62,0.58,0.84,0.58,0.57,0.99,0.97,0.31
D5,6,37,107,0.05,0.99,0.47,0.57,0.09,0.02,0.15
D5,11,41,93,0.26,0.47,0.54,0.37,0.49,0.12,0.18
D11,1,40,30,0.64,0.97,0.81,0.95,0.52,0.31,0.38
D5,23,34,65,0.86,0.55,0.61,0.84,0.8,0.51,0.2
D1,13,66,83,0.92,0.46,0.65,0.83,0.27,0.22,0.26
D8,21,105,61,0.5,0.33,0.97,0.97,0.07,0.74,0.49
D12,22,77,75,0.55,0.66,0.62,0.46,0.31,0.36,0.3
D11,4,73,62,0.83,0.23,0.38,0.1,0.98,0.04,0.28
D1,8,234,108,0.54,0.1,0.69,0.77,0.9,0.88,0.52
D4,20,58,52,0.52,0.03,0.66,0.38,0.4,0.94,0.32
D9,10,62,84,0.91,0.29,0.01,0.19,0.88,0.62,0.13
D9,4,21,95,0.79,0.4,0.47,0.48,0.03,0.81,0.13
D5,2,57,58,0.91,0.55,0.74,0.93,0.31,0.12,0.31
D4,16,86,100,0.22,0.29,0.5,0.17,0.73,0.27,0.25
D3,1,55,58,0.52,0.98,0.78,0.85,0.22,0.33,0.31
D3,23,56,129,0.84,0.29,0.45,0.42,0.2,0.96,0.16
D12,0,106,74,0.11,0.44,0.98,0.14,0.86,0.51,0.44
D5,6,35,60,0.79,0.1,0.29,0.85,0.62,0.01,0.16
D10,13,53,79,0.18,0.26,0.09,0.97,0.99,0.38,0.14
D1,4,84,111,0.81,0.05,0.43,0.29,0.13,0.01,0.21
D5,18,191,89,0.61,0.56,0.54,0.3,0.36,0.24,0.48
D6,10,62,85,0.19,0.75,0.35,0.39,0.31,0.45,0.2
D7,22,34,77,0.47,0.2,0.24,0.81,0.88,0.32,0.12
D12,1,68,110,0.68,0.37,0.67,0.01,0.26,0.03,0.23
D9,7,173,59,0.63,0.02,0.38,0.22,0.35,0.12,0.59
D3,8,149,55,0.43,0.84,0.63,0.71,0.14,0.55,0.6
D2,2,27,74,0.9,0.78,0.78,0.41,0.78,0.7,0.21
D3,1,53,125,0.52,0.06,0.76,0.33,0.24,0.4,0.22
D12,6,70,33,0.51,0.36,0.38,0.87,0.07,0.73,0.44
D9,4,58,113,0.06,0.96,0.57,0.92,0.44,0.16,0.2
D12,20,43,117,0.92,0.39,0.45,0.95,0.39,0.12,0.15
D7,4,74,55,0.18,0.53,0.87,0.27,0.18,0.84,0.4
D9,19,154,85,0.53,0.36,0.88,0.91,0.13,0.34,0.49
D2,12,90,103,0.8,0.6,0.34,0.74,0.9,0.43,0.22
D5,20,77,41,0.22,0.98,0.09,0.15,0.07,0.95,0.35
D4,19,130,101,0.53,1.0,0.17,0.61,0.1,0.42,0.26
D2,5,69,54,0.24,0.77,0.37,0.03,0.25,0.0,0.3
D9,19,209,54,0.76,0.4,0.56,0.71,0.95,0.94,0.79
D9,17,212,53,0.56,0.49,0.66,0.73,0.09,0.01,0.84
D6,1,25,55,0.86,0.36,0.33,0.79,0.82,0.66,0.14
D11,5,74,68,0.89,0.99,0.67,0.17,0.89,0.32,0.32
D6,8,138,94,0.65,0.71,0.94,0.63,0.38,0.47,0.44
D8,2,33,84,0.73,0.45,0.65,0.18,0.29,0.55,0.19
D6,0,28,44,0.55,0.01,0.16,0.95,0.68,0.41,0.14
D1,0,56,79,0.38,0.52,0.58,0.68,0.7,0.77,0.23
D4,18,246,69,0.65,0.98,0.54,0.1,0.78,0.93,0.74
D7,4,91,125,0.91,0.52,0.87,0.19,0.83,0.09,0.29
D2,12,40,86,0.42,0.18,0.35,0.66,0.27,0.8,0.15
D9,18,234,68,0.31,0.02,0.42,0.48,0.69,0.13,0.69
D8,11,112,87,0.39,0.35,0.6,0.74,0.13,0.08,0.34
D8,15,114,35,0.44,0.92,0.52,0.28,0.51,0.96,0.67
D7,18,133,92,0.07,1.0,0.72,0.66,0.61,0.49,0.39
D4,2,112,71,0.5,0.95,0.04,0.18,0.16,0.15,0.29
D2,11,22,30,0.49,0.73,0.56,0.54,0.08,0.57,0.23
D3,4,74,44,0.59,0.56,0.12,0.96,0.19,0.26,0.32
D12,1,66,114,0.36,0.59,0.32,0.63,0.42,0.46,0.16
D6,21,65,87,0.61,0.54,0.66,0.05,0.89,0.62,0.25
D12,6,114,100,0.88,0.71,0.16,0.99,0.53,0.87,0.23
D12,12,100,112,0.96,0.42,0.31,0.16,0.75,0.0,0.22
D5,14,58,32,0.58,0.67,0.7,0.72,0.17,0.21,0.45
D12,21,49,64,0.04,0.12,0.65,0.53,0.11,0.1,0.26
D8,2,76,58,0.97,0.27,0.09,0.29,0.24,0.1,0.25
D6,20,69,91,0.71,0.84,0.58,0.18,0.31,0.95,0.24
D6,19,181,103,0.34,0.9,0.15,0.18,0.55,0.94,0.34
D1,4,33,64,0.15,0.54,0.25,0.86,0.88,0.75,0.14
D4,23,47,87,0.14,0.03,0.46,0.87,0.43,0.64,0.18
D5,7,159,75,0.17,0.93,0.11,0.47,0.52,0.85,0.4
D12,21,26,68,0.05,0.7,0.99,0.1,0.0,0.06,0.25
D11,0,114,98,0.9,0.41,0.17,0.88,0.03,0.12,0.24
D3,7,164,99,0.54,0.6,0.78,0.49,0.08,0.32,0.44
D9,23,71,43,0.7,0.43,0.83,0.44,0.7,0.83,0.45
D1,17,192,85,0.83,0.47,0.99,0.41,0.49,0.47,0.59
D6,19,220,73,0.79,0.89,0.43,0.37,0.19,0.5,0.62
D6,15,59,58,0.88,0.16,0.87,0.53,0.59,0.23,0.34
D10,17,182,94,0.97,0.1,0.96,0.6,0.54,0.65,0.52
D5,19,151,57,0.44,0.0,0.17,0.47,0.09,0.89,0.51
D12,11,34,98,0.95,0.31,0.48,0.9,0.64,0.33,0.15
D5,12,83,33,0.72,0.15,0.06,0.32,0.77,0.62,0.46
D10,12,94,47,0.07,0.22,0.62,0.58,0.29,0.33,0.47
D5,9,171,98,0.68,0.01,0.58,0.3,0.69,0.79,0.42
D6,6,49,44,0.69,0.23,0.2,0.75,0.2,0.47,0.23
D8,13,89,84,0.91,0.33,0.8,0.1,0.76,0.34,0.34
D2,23,72,45,0.37,0.03,0.04,0.19,0.91,0.42,0.29
D6,15,92,63,0.58,0.61,0.81,0.8,0.44,0.09,0.41
D1,14,46,42,0.01,0.57,0.03,0.18,0.24,0.87,0.2
D4,11,119,56,0.33,0.1,0.66,0.63,0.4,0.96,0.5
D10,8,202,54,0.06,0.6,0.08,0.97,0.25,0.48,0.68
D3,7,244,71,0.52,1.0,0.25,0.52,0.0,0.22,0.66
D9,17,160,52,0.82,0.94,0.72,0.19,0.65,0.66,0.68
D3,22,49,50,0.21,0.0,0.28,0.32,0.04,0.45,0.23
D6,17,228,55,0.53,0.8,0.51,0.82,0.21,0.25,0.83
D1,12,111,61,0.2,0.35,0.92,0.35,0.72,0.04,0.49
D12,17,171,86,0.12,0.06,0.05,0.72,0.67,0.89,0.37
D6,14,81,118,0.51,0.3,0.81,0.78,0.07,0.8,0.27
D4,3,51,128,0.08,0.32,0.07,0.5,0.66,0.83,0.08
D8,16,105,117,0.59,0.52,0.13,0.78,0.93,0.44,0.19
D11,4,58,93,0.03,0.66,0.12,0.32,0.07,0.75,0.13
D9,21,49,92,0.11,0.75,0.99,0.52,0.42,0.58,0.28
D4,15,115,60,0.55,0.25,0.18,0.69,0.73,0.37,0.38
D10,8,216,89,0.59,0.32,0.9,0.17,0.67,0.84,0.6
D12,9,162,74,0.03,0.31,0.99,0.27,0.23,1.0,0.57
D10,23,55,53,0.57,0.36,0.38,0.65,0.16,0.9,0.25
D6,17,224,107,0.84,1.0,0.63,0.66,0.78,0.78,0.49
D1,16,58,75,0.72,0.78,0.78,0.49,0.96,0.75,0.28
D4,17,206,59,0.13,0.97,0.39,0.8,0.77,0.65,0.7
D7,6,106,111,0.59,0.69,0.16,0.48,0.96,0.85,0.2
D12,3,51,126,0.67,0.41,0.43,0.88,0.6,0.49,0.15
D1,4,55,57,0.04,0.39,0.77,0.74,0.93,0.18,0.31
D8,22,35,45,0.86,0.49,0.78,0.31,0.69,0.77,0.28
D12,15,37,37,0.91,0.42,0.23,0.4,0.91,0.92,0.22
D10,2,99,104,0.85,0.83,0.17,0.67,0.16,0.34,0.2
D12,17,199,50,0.82,0.47,0.92,0.89,0.82,0.78,0.88
D11,22,81,105,0.74,0.3,0.04,0.18,0.2,0.27,0.15
D6,20,57,121,0.63,0.77,0.73,0.51,0.03,0.94,0.22
D5,13,64,87,0.68,0.85,0.05,0.12,0.52,0.68,0.14
D10,14,100,30,0.81,0.42,0.84,0.28,0.32,0.57,0.74
D11,16,51,37,0.66,0.67,0.91,0.69,0.04,0.78,0.41
D9,0,59,85,0.33,0.06,0.3,0.08,0.98,0.81,0.18
D2,20,82,117,0.38,0.53,0.07,0.66,0.67,0.89,0.14
D5,16,93,103,0.9,0.04,0.48,0.9,0.9,0.9,0.25
D6,22,55,118,0.02,0.03,0.3,0.97,1.0,0.05,0.14
D7,10,76,103,0.7,0.61,0.42,0.22,0.39,0.12,0.21
D5,16,102,74,0.95,0.3,0.66,0.75,0.25,0.83,0.37
D9,13,98,109,0.71,0.74,0.21,0.93,0.18,0.95,0.2
D1,19,131,78,0.99,0.9,0.36,0.09,0.52,0.31,0.37
D7,18,197,102,0.69,0.14,0.78,0.41,0.61,0.01,0.49
D10,20,69,58,0.03,0.72,0.64,0.92,0.47,0.32,0.33
D7,6,114,110,0.83,0.51,0.33,0.2,0.39,0.38,0.25
D4,23,29,56,0.28,0.11,0.66,0.93,0.17,0.76,0.21
D9,12,34,89,0.45,0.65,0.77,0.53,0.44,0.05,0.21
D12,17,237,80,0.31,0.61,0.59,0.1,0.09,0.21,0.64
D11,22,40,89,0.27,0.52,0.24,0.45,0.87,0.89,0.12
D5,13,77,70,0.43,0.93,0.0,0.33,0.05,0.15,0.2
D4,0,65,74,0.38,0.52,0.8,0.28,0.38,0.76,0.3
D7,6,45,80,0.63,0.99,0.82,0.54,0.1,0.36,0.25
D4,7,165,101,0.81,0.51,0.7,0.48,0.77,0.66,0.42
D3,17,210,100,0.3,0.12,0.08,0.48,0.31,0.07,0.39
D9,8,132,63,0.21,0.47,0.59,0.09,0.11,0.29,0.48
D11,0,68,106,0.67,0.18,0.82,0.8,0.53,0.42,0.27
D8,21,110,30,0.67,0.6,0.39,0.48,0.92,0.86,0.72
D1,16,76,46,0.9,0.69,0.2,0.82,0.91,0.56,0.33
D7,18,241,99,0.02,0.47,0.59,0.82,0.25,0.05,0.55
D9,5,117,43,0.85,0.1,0.83,0.32,0.72,0.8,0.64
D8,2,78,110,0.52,0.47,0.05,0.0,0.03,0.05,0.14
D8,23,22,127,0.62,0.08,0.6,0.91,0.13,0.93,0.14
D6,4,59,118,0.09,0.68,0.64,0.76,0.5,0.21,0.21
D11,1,85,63,0.43,0.79,0.6,0.11,0.23,0.49,0.35
D4,19,219,80,0.23,0.96,0.65,0.7,0.8,0.07,0.61
D8,3,28,123,0.25,0.15,0.63,0.02,0.93,0.56,0.16
D3,9,213,70,0.5,0.53,0.13,0.03,0.0,0.5,0.57
D9,9,222,108,0.81,0.57,0.23,0.53,0.23,0.41,0.41
D2,23,44,73,0.74,0.92,0.62,0.1,0.44,0.04,0.22
D2,20,44,38,0.59,0.63,0.02,0.96,0.56,0.88,0.21
D12,10,81,55,0.54,0.15,0.63,0.89,0.92,0.8,0.38
D12,15,76,66,0.43,0.44,0.67,0.65,0.89,0.63,0.33
D7,16,35,66,0.97,0.65,0.24,0.06,0.64,0.57,0.14
D12,15,95,53,0.56,0.7,0.6,0.32,0.26,0.69,0.43
D10,6,45,49,0.25,0.86,0.53,0.37,0.78,0.14,0.26
D4,15,28,116,0.23,0.18,0.26,0.48,0.2,0.93,0.09
D10,2,48,60,0.61,0.95,0.46,0.17,0.97,0.28,0.23
D8,15,38,49,0.52,0.06,0.91,0.58,0.01,0.66,0.3
D9,7,216,92,0.01,0.98,0.43,0.44,0.57,0.61,0.5
D7,11,46,123,0.83,0.86,0.63,0.95,0.09,0.64,0.18
D5,2,104,73,0.7,0.66,0.04,0.94,0.41,0.88,0.26
D8,16,54,100,0.66,0.73,0.08,0.57,0.63,0.3,0.11
D4,20,41,103,0.07,0.07,0.08,0.64,0.69,0.75,0.09
D2,17,216,64,0.36,0.04,0.78,0.14,0.79,0.6,0.75
D11,10,113,127,0.94,0.1,0.35,0.22,0.59,0.08,0.22
D12,3,32,33,0.86,0.09,0.23,0.9,0.25,0.41,0.21
D6,15,101,85,0.29,0.55,0.75,0.7,0.89,0.84,0.35
D9,16,42,126,0.16,0.22,0.17,0.19,0.81,0.32,0.09
D1,8,227,83,0.45,0.86,0.25,0.57,0.16,0.48,0.54
D11,5,119,128,0.36,0.45,0.43,0.93,0.83,0.49,0.25
D10,23,36,57,0.68,0.7,0.33,0.35,0.97,0.62,0.17
D12,19,143,83,0.97,0.65,0.59,0.19,0.64,0.88,0.42
D7,1,94,86,0.36,0.32,0.34,0.94,0.28,0.17,0.26
D10,8,206,82,0.06,0.24,0.39,0.46,0.61,0.5,0.52
D9,20,74,95,0.9,0.34,0.86,0.42,0.34,0.42,0.3
D10,5,117,122,0.04,0.8,0.88,0.27,0.68,0.3,0.33
D9,2,56,97,0.95,0.59,0.83,0.89,0.54,0.92,0.26
D10,19,205,75,0.66,0.25,0.86,0.85,0.93,0.01,0.65
D11,5,80,121,0.94,0.82,0.57,0.4,0.62,0.12,0.22
D3,6,86,113,0.2,0.05,0.65,0.03,0.21,0.73,0.26
D11,0,93,81,0.04,0.7,0.56,0.45,0.73,0.26,0.31
D5,22,37,82,0.49,0.44,0.79,0.18,0.3,0.72,0.23
D8,0,82,82,0.45,0.73,0.55,0.14,0.27,0.83,0.28
D8,4,46,60,0.33,0.93,0.11,0.39,0.39,0.25,0.16
D4,5,110,30,0.96,0.75,0.81,0.1,0.01,0.19,0.79
D12,12,25,40,0.82,0.44,0.76,0.96,0.97,0.15,0.25
D11,1,53,113,0.66,0.15,0.82,0.05,0.53,0.2,0.23
D11,14,82,82,0.16,0.81,0.19,0.4,0.77,0.27,0.21
D1,14,104,114,0.73,0.46,0.27,0.16,0.26,0.87,0.21
D1,12,37,50,0.73,0.08,0.3,0.69,0.75,0.77,0.19
D4,13,38,33,0.43,0.72,0.51,0.08,0.57,0.0,0.3
D6,21,96,111,0.92,0.29,0.13,0.55,0.42,0.87,0.18
D8,6,48,54,0.17,0.05,0.39,0.77,0.97,0.08,0.23
D6,13,75,106,0.27,0.9,0.18,0.95,0.49,0.66,0.16
D12,23,82,56,0.06,0.48,0.26,0.7,0.66,0.15,0.31
D9,9,189,68,0.8,0.28,0.71,0.1,0.02,0.06,0.63
D9,16,68,94,0.62,0.72,0.85,0.09,0.3,0.76,0.29
D2,13,57,112,0.31,0.89,0.02,0.73,0.89,0.47,0.1
D10,7,181,50,0.16,0.0,0.57,0.22,0.76,0.6,0.75
D1,3,59,110,0.04,0.69,0.04,0.45,0.54,0.43,0.1
D2,15,40,115,0.17,0.77,0.09,0.98,0.9,0.07,0.08
D5,23,34,79,0.45,0.21,0.71,0.82,0.49,0.74,0.21
D4,12,67,61,0.25,0.49,0.74,0.85,0.57,0.82,0.33
D4,21,68,97,0.26,0.09,0.81,0.86,0.38,0.04,0.27
D9,19,237,94,0.88,0.75,0.47,0.62,0.62,0.38,0.54
D11,17,161,53,0.52,0.85,0.86,0.74,0.32,0.56,0.7
D8,13,84,126,0.73,0.11,0.17,0.36,0.39,0.61,0.15
D6,17,200,58,0.04,0.82,0.25,1.0,0.97,0.58,0.66
D1,4,84,109,0.37,0.77,0.13,0.28,0.11,0.69,0.16
D2,8,147,103,0.48,0.35,0.8,0.59,0.11,0.97,0.4
D6,2,66,35,0.19,0.69,0.23,0.28,0.04,0.39,0.38
D11,7,195,58,0.12,0.0,0.16,0.11,0.32,0.56,0.63
D2,19,197,94,0.87,0.93,0.62,0.57,0.4,0.7,0.49
D10,21,42,72,0.94,0.55,0.08,0.35,0.09,0.59,0.12
D5,9,180,57,0.08,0.62,0.04,0.58,0.55,0.39,0.57
D5,21,44,109,0.35,0.66,0.11,0.56,0.58,0.62,0.09
D6,18,164,66,0.96,0.56,0.0,0.54,0.75,0.65,0.45
D6,20,37,56,0.08,0.86,0.7,0.12,0.98,0.58,0.25
D6,2,34,110,0.64,0.61,0.56,0.44,0.62,0.21,0.16
D2,10,88,109,0.97,0.91,0.21,0.81,0.11,0.51,0.18
D10,10,34,71,0.98,0.58,0.23,0.32,0.09,0.88,0.13
D3,16,53,77,0.47,0.17,0.81,0.44,0.78,0.87,0.27
D6,15,102,37,0.16,0.91,0.5,0.49,0.65,0.75,0.58
D8,6,29,34,0.2,0.68,0.7,0.86,0.16,0.7,0.28
D12,3,67,55,0.89,0.7,0.45,0.66,0.25,0.15,0.3
